car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_band,km_band,price_lakh
Renault Duster,Renault,Duster,6,56308,Dealer,Diesel,Manual,20.45,1461,83.8,5,440000,6-8 years,50-100K,4.4
Honda City,Honda,City,7,46000,Individual,Diesel,Manual,26.0,1498,98.6,5,501000,6-8 years,20-50K,5.01
Maruti Wagon R,Maruti,Wagon R,14,80000,Dealer,Petrol,Manual,21.79,998,67.05,5,85000,13+ years,50-100K,0.85
Mahindra Scorpio,Mahindra,Scorpio,5,90000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000,3-5 years,50-100K,9.0
Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,325000,3-5 years,100-150K,3.25
Maruti Alto,Maruti,Alto,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,90000,13+ years,100-150K,0.9
Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000,3-5 years,0-20K,5.25
Tata Tiago,Tata,Tiago,2,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,600000,0-2 years,0-20K,6.0
Skoda Rapid,Skoda,Rapid,8,52000,Dealer,Petrol,Manual,15.0,1598,103.5,5,425000,6-8 years,50-100K,4.25
Hyundai i20,Hyundai,i20,6,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,526000,6-8 years,20-50K,5.26
Honda Amaze,Honda,Amaze,8,73100,Dealer,Diesel,Manual,25.8,1498,98.6,5,324000,6-8 years,50-100K,3.24
Toyota Fortuner,Toyota,Fortuner,3,39000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3040000,3-5 years,20-50K,30.4
Maruti Ciaz,Maruti,Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,565000,6-8 years,20-50K,5.65
Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.3,5,500000,6-8 years,50-100K,5.0
Maruti Dzire LXI,Maruti,Dzire LXI,6,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5,385000,6-8 years,20-50K,3.85
Volkswagen Polo,Volkswagen,Polo,4,66900,Individual,Diesel,Manual,20.14,1498,88.0,5,700000,3-5 years,50-100K,7.0
Hyundai Creta,Hyundai,Creta,4,46000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1095000,3-5 years,20-50K,10.95
Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000,3-5 years,20-50K,5.5
Hyundai i10,Hyundai,i10,11,28400,Individual,Petrol,Manual,20.36,1197,78.9,5,300000,9-12 years,20-50K,3.0
MG Hector,MG,Hector,1,4800,Dealer,Petrol,Manual,15.81,1451,141.0,5,1800000,0-2 years,0-20K,18.0
Volkswagen Polo,Volkswagen,Polo,9,62000,Dealer,Petrol,Manual,16.47,1198,73.9,5,310000,9-12 years,50-100K,3.1
Hyundai Verna,Hyundai,Verna,5,25000,Individual,Petrol,Manual,17.01,1591,121.3,5,780000,3-5 years,20-50K,7.8
Maruti Swift,Maruti,Swift,6,45864,Dealer,Petrol,Manual,20.4,1197,83.11,5,450000,6-8 years,20-50K,4.5
Renault Duster,Renault,Duster,7,185000,Individual,Diesel,Manual,20.45,1461,83.8,5,310000,6-8 years,150K+,3.1
Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,12.05,2179,120.0,8,556000,9-12 years,50-100K,5.56
Mahindra XUV500,Mahindra,XUV500,7,170000,Individual,Diesel,Manual,15.1,2179,140.0,7,825000,6-8 years,150K+,8.25
Land Rover Rover,Land Rover,Rover,7,82000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2590000,6-8 years,50-100K,25.9
Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,12.05,2179,120.0,8,465000,9-12 years,50-100K,4.65
Honda Amaze,Honda,Amaze,5,13433,Dealer,Petrol,Manual,17.8,1198,86.7,5,551000,3-5 years,0-20K,5.51
Hyundai i20,Hyundai,i20,6,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,600000,6-8 years,20-50K,6.0
Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Manual,20.3,1086,68.0,5,410000,0-2 years,0-20K,4.1
Maruti Swift,Maruti,Swift,3,32400,Dealer,Petrol,Manual,22.0,1197,81.8,5,575000,3-5 years,20-50K,5.75
Mahindra Thar,Mahindra,Thar,7,60000,Individual,Diesel,Manual,16.55,2498,105.0,6,700000,6-8 years,50-100K,7.0
Toyota Innova,Toyota,Innova,4,50000,Dealer,Petrol,Automatic,10.75,2694,163.7,8,1495000,3-5 years,20-50K,14.95
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,70000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,4100000,3-5 years,50-100K,41.0
Mahindra Scorpio,Mahindra,Scorpio,4,56000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1150000,3-5 years,50-100K,11.5
Maruti Alto,Maruti,Alto,7,34000,Dealer,Petrol,Manual,23.95,998,67.05,5,251000,6-8 years,20-50K,2.51
Hyundai Grand,Hyundai,Grand,6,59000,Dealer,Petrol,Manual,18.9,1197,82.0,5,425000,6-8 years,50-100K,4.25
Hyundai Grand,Hyundai,Grand,2,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,600000,0-2 years,20-50K,6.0
Maruti Ciaz,Maruti,Ciaz,6,48767,Dealer,Diesel,Manual,26.21,1248,88.5,5,681000,6-8 years,20-50K,6.81
Honda Jazz,Honda,Jazz,6,88541,Dealer,Diesel,Manual,27.3,1498,98.6,5,500000,6-8 years,50-100K,5.0
Maruti Swift,Maruti,Swift,8,57300,Dealer,Diesel,Manual,28.4,1248,74.0,5,340000,6-8 years,50-100K,3.4
Hyundai Creta,Hyundai,Creta,5,66500,Dealer,Petrol,Automatic,13.0,1591,121.3,5,998000,3-5 years,50-100K,9.98
Hyundai i20,Hyundai,i20,7,24000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000,6-8 years,20-50K,5.0
Honda Amaze,Honda,Amaze,7,27233,Dealer,Diesel,Manual,25.8,1498,98.6,5,445000,6-8 years,20-50K,4.45
Hyundai Creta,Hyundai,Creta,5,43031,Dealer,Diesel,Manual,21.38,1396,88.7,5,1050000,3-5 years,20-50K,10.5
Mahindra XUV500,Mahindra,XUV500,6,25000,Individual,Diesel,Manual,16.0,2179,140.0,7,1400000,6-8 years,20-50K,14.0
Ford Figo,Ford,Figo,8,43434,Individual,Diesel,Manual,20.0,1399,68.1,5,280000,6-8 years,20-50K,2.8
Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000,3-5 years,20-50K,7.5
Honda Jazz,Honda,Jazz,10,80000,Individual,Petrol,Manual,16.7,1198,88.8,5,250000,9-12 years,50-100K,2.5
Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,245000,9-12 years,50-100K,2.45
Volkswagen Polo,Volkswagen,Polo,8,90000,Individual,Diesel,Manual,22.07,1199,73.9,5,250000,6-8 years,50-100K,2.5
Tata Tiago,Tata,Tiago,4,22000,Dealer,Diesel,Manual,27.28,1047,69.0,5,475000,3-5 years,20-50K,4.75
Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,15.96,2523,63.0,9,600000,3-5 years,50-100K,6.0
Mahindra XUV500,Mahindra,XUV500,8,51674,Dealer,Diesel,Manual,15.1,2179,140.0,7,570000,6-8 years,50-100K,5.7
Datsun RediGO,Datsun,RediGO,5,10000,Individual,Petrol,Manual,22.7,799,53.64,5,245000,3-5 years,0-20K,2.45
Hyundai i20,Hyundai,i20,8,35858,Dealer,Petrol,Manual,18.5,1197,82.85,5,350000,6-8 years,20-50K,3.5
Maruti Ciaz,Maruti,Ciaz,3,35000,Individual,Petrol,Automatic,20.28,1462,103.25,5,1000000,3-5 years,20-50K,10.0
Hyundai Verna,Hyundai,Verna,3,18329,Dealer,Diesel,Manual,22.0,1582,126.2,5,990000,3-5 years,0-20K,9.9
Toyota Innova,Toyota,Innova,3,49000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2050000,3-5 years,20-50K,20.5
Mahindra Thar,Mahindra,Thar,9,50000,Individual,Diesel,Manual,16.55,2498,105.0,6,500000,9-12 years,20-50K,5.0
Volkswagen Vento,Volkswagen,Vento,10,50000,Individual,Petrol,Manual,15.04,1598,103.6,5,385000,9-12 years,20-50K,3.85
Maruti Alto,Maruti,Alto,8,47000,Dealer,Petrol,Manual,20.92,998,67.1,5,280000,6-8 years,20-50K,2.8
Maruti Swift,Maruti,Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,465000,6-8 years,50-100K,4.65
Ford Ecosport,Ford,Ecosport,5,72000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000,3-5 years,50-100K,6.5
Honda City,Honda,City,12,69000,Dealer,Petrol,Manual,17.0,1497,118.0,5,300000,9-12 years,50-100K,3.0
Audi Q7,Audi,Q7,10,65000,Dealer,Diesel,Automatic,11.33,4134,335.2,7,1890000,9-12 years,50-100K,18.9
Maruti Wagon R,Maruti,Wagon R,9,100000,Individual,Petrol,Manual,18.9,998,67.1,5,225000,9-12 years,50-100K,2.25
Maruti Baleno,Maruti,Baleno,1,1500,Individual,Petrol,Manual,21.01,1197,81.8,5,624000,0-2 years,0-20K,6.24
Hyundai Aura,Hyundai,Aura,1,4500,Individual,Petrol,Manual,20.5,1197,81.86,5,900000,0-2 years,0-20K,9.0
Audi A4,Audi,A4,9,23994,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1275000,9-12 years,20-50K,12.75
Tata Safari,Tata,Safari,6,100000,Individual,Diesel,Manual,14.0,2179,138.1,7,585000,6-8 years,50-100K,5.85
Hyundai Verna,Hyundai,Verna,7,70355,Dealer,Diesel,Manual,22.32,1582,126.32,5,527000,6-8 years,50-100K,5.27
Maruti Vitara,Maruti,Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,720000,3-5 years,20-50K,7.2
Maruti Vitara,Maruti,Vitara,3,39000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000,3-5 years,20-50K,7.75
Mahindra KUV100,Mahindra,KUV100,2,17000,Individual,Diesel,Manual,25.32,1198,77.0,6,600000,0-2 years,0-20K,6.0
Honda Amaze,Honda,Amaze,2,10000,Individual,Petrol,Manual,19.5,1199,88.76,5,650000,0-2 years,0-20K,6.5
Mahindra KUV,Mahindra,KUV,4,20000,Individual,Petrol,Manual,18.15,1198,82.0,6,380000,3-5 years,0-20K,3.8
Hyundai i20,Hyundai,i20,3,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000,3-5 years,20-50K,6.0
Maruti Alto,Maruti,Alto,7,52000,Dealer,Petrol,Manual,23.95,998,67.05,5,244000,6-8 years,50-100K,2.44
Maruti Alto,Maruti,Alto,7,50080,Individual,Petrol,Manual,22.74,796,47.3,5,225000,6-8 years,50-100K,2.25
Hyundai i10,Hyundai,i10,11,90000,Individual,Petrol,Manual,19.81,1086,68.05,5,130000,9-12 years,50-100K,1.3
Volkswagen Vento,Volkswagen,Vento,6,67000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,565000,6-8 years,50-100K,5.65
Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Manual,23.1,998,67.04,5,450000,3-5 years,0-20K,4.5
Hyundai Creta,Hyundai,Creta,2,39000,Dealer,Petrol,Manual,15.8,1591,121.3,5,920000,0-2 years,20-50K,9.2
Mahindra Scorpio,Mahindra,Scorpio,4,36000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1241000,3-5 years,20-50K,12.41
Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Automatic,22.0,1197,81.8,5,630000,3-5 years,20-50K,6.3
Maruti Baleno,Maruti,Baleno,2,18458,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,610000,0-2 years,0-20K,6.1
Volvo XC,Volvo,XC,6,54694,Dealer,Diesel,Manual,11.1,2400,200.0,7,2400000,6-8 years,50-100K,24.0
Maruti Wagon R,Maruti,Wagon R,6,18650,Dealer,Petrol,Manual,21.5,1197,81.8,5,299000,6-8 years,0-20K,2.99
Honda City,Honda,City,2,23000,Individual,Petrol,Manual,17.4,1497,117.6,5,960000,0-2 years,20-50K,9.6
Honda WR-V,Honda,WR-V,3,24000,Dealer,Petrol,Manual,17.5,1199,88.7,5,775000,3-5 years,20-50K,7.75
Mahindra XUV500,Mahindra,XUV500,3,40000,Individual,Diesel,Manual,16.0,2179,140.0,7,1321000,3-5 years,20-50K,13.21
Mahindra XUV500,Mahindra,XUV500,8,148736,Individual,Diesel,Manual,15.1,2179,140.0,7,700000,6-8 years,100-150K,7.0
Honda City,Honda,City,5,80000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,680000,3-5 years,50-100K,6.8
Hyundai Grand,Hyundai,Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,451000,3-5 years,0-20K,4.51
Maruti Vitara,Maruti,Vitara,4,32000,Individual,Diesel,Manual,24.3,1248,88.5,5,925000,3-5 years,20-50K,9.25
Renault Duster,Renault,Duster,8,95000,Dealer,Diesel,Manual,19.01,1461,108.45,5,295000,6-8 years,50-100K,2.95
Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,635000,3-5 years,0-20K,6.35
Mahindra Scorpio,Mahindra,Scorpio,11,186000,Individual,Diesel,Manual,12.05,2179,120.0,8,400000,9-12 years,150K+,4.0
Tata Tigor,Tata,Tigor,3,50000,Individual,Petrol,Manual,20.3,1199,84.0,5,410000,3-5 years,20-50K,4.1
Audi A6,Audi,A6,1,3000,Dealer,Petrol,Automatic,17.01,1984,241.3,5,4600000,0-2 years,0-20K,46.0
BMW 7,BMW,7,13,70000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,750000,13+ years,50-100K,7.5
Maruti Ciaz,Maruti,Ciaz,6,75000,Dealer,Diesel,Manual,28.09,1248,88.5,5,625000,6-8 years,50-100K,6.25
Toyota Fortuner,Toyota,Fortuner,11,100000,Dealer,Diesel,Manual,11.5,2982,171.0,7,800000,9-12 years,50-100K,8.0
Hyundai Santro,Hyundai,Santro,13,69000,Dealer,Petrol,Manual,17.92,1086,62.1,5,125000,13+ years,50-100K,1.25
Hyundai Elantra,Hyundai,Elantra,8,90000,Individual,Diesel,Manual,22.7,1582,126.24,5,615000,6-8 years,50-100K,6.15
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000,6-8 years,100-150K,9.0
Honda Amaze,Honda,Amaze,1,1800,Individual,Petrol,Manual,19.5,1199,88.76,5,720000,0-2 years,0-20K,7.2
Maruti Swift,Maruti,Swift,3,15000,Individual,Diesel,Manual,28.4,1248,74.0,5,675000,3-5 years,0-20K,6.75
Skoda Rapid,Skoda,Rapid,6,35000,Individual,Petrol,Automatic,14.3,1598,103.52,5,650000,6-8 years,20-50K,6.5
Toyota Innova,Toyota,Innova,8,215000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000,6-8 years,150K+,10.0
Maserati Ghibli,Maserati,Ghibli,5,15000,Dealer,Diesel,Automatic,20.41,2987,271.0,5,6200000,3-5 years,0-20K,62.0
Maruti Baleno,Maruti,Baleno,4,23200,Dealer,Petrol,Manual,21.4,1197,83.1,5,610000,3-5 years,20-50K,6.1
Hyundai Grand,Hyundai,Grand,5,60000,Individual,Diesel,Manual,24.0,1120,70.0,5,400000,3-5 years,50-100K,4.0
Toyota Innova,Toyota,Innova,8,40000,Individual,Diesel,Manual,12.99,2494,100.6,8,850000,6-8 years,20-50K,8.5
Volkswagen Polo,Volkswagen,Polo,6,60000,Individual,Petrol,Manual,16.47,1198,74.0,5,350000,6-8 years,50-100K,3.5
Land Rover Rover,Land Rover,Rover,9,70000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2100000,9-12 years,50-100K,21.0
Mahindra Scorpio,Mahindra,Scorpio,13,120000,Individual,Diesel,Manual,10.5,2609,120.0,9,300000,13+ years,100-150K,3.0
Mahindra Scorpio,Mahindra,Scorpio,9,147000,Individual,Diesel,Manual,14.0,2523,75.0,8,500000,9-12 years,100-150K,5.0
Renault Duster,Renault,Duster,7,61251,Dealer,Diesel,Manual,20.45,1461,83.8,5,430000,6-8 years,50-100K,4.3
Ford Figo,Ford,Figo,5,60000,Individual,Petrol,Manual,18.16,1196,86.8,5,420000,3-5 years,50-100K,4.2
Skoda Rapid,Skoda,Rapid,9,120000,Individual,Petrol,Automatic,14.3,1598,105.0,5,500000,9-12 years,100-150K,5.0
Maruti Wagon R,Maruti,Wagon R,3,50000,Individual,Petrol,Manual,20.51,998,67.04,5,400000,3-5 years,20-50K,4.0
Honda WR-V,Honda,WR-V,4,21000,Dealer,Petrol,Manual,17.5,1199,88.7,5,650000,3-5 years,20-50K,6.5
Toyota Fortuner,Toyota,Fortuner,5,54500,Individual,Diesel,Manual,12.55,2982,168.5,7,2000000,3-5 years,50-100K,20.0
Maruti Swift,Maruti,Swift,13,70000,Individual,Diesel,Manual,17.8,1248,75.0,5,170000,13+ years,50-100K,1.7
Honda City,Honda,City,6,50000,Individual,Petrol,Manual,17.4,1497,117.3,5,650000,6-8 years,20-50K,6.5
Maruti Alto,Maruti,Alto,2,12955,Individual,Petrol,Manual,23.95,998,67.1,5,375000,0-2 years,0-20K,3.75
Hyundai i10,Hyundai,i10,13,92000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000,13+ years,50-100K,1.9
Ford Figo,Ford,Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,173000,9-12 years,50-100K,1.73
Skoda Rapid,Skoda,Rapid,5,80000,Individual,Diesel,Manual,21.13,1498,108.6,5,650000,3-5 years,50-100K,6.5
Maruti Swift,Maruti,Swift,2,8043,Trustmark Dealer,Petrol,Automatic,22.0,1197,81.8,5,675000,0-2 years,0-20K,6.75
Honda Amaze,Honda,Amaze,5,35118,Dealer,Petrol,Manual,17.8,1198,86.7,5,475000,3-5 years,20-50K,4.75
Tata Safari,Tata,Safari,7,56000,Dealer,Petrol,Manual,12.0,2092,127.0,7,675000,6-8 years,50-100K,6.75
Maruti Celerio,Maruti,Celerio,2,10000,Individual,Petrol,Manual,23.1,998,67.04,5,480000,0-2 years,0-20K,4.8
Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1050000,3-5 years,50-100K,10.5
Maruti Wagon R,Maruti,Wagon R,3,16631,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,410000,3-5 years,0-20K,4.1
Hyundai i20,Hyundai,i20,4,48000,Individual,Petrol,Manual,17.19,1197,81.86,5,520000,3-5 years,20-50K,5.2
Skoda Rapid,Skoda,Rapid,8,50000,Individual,Petrol,Automatic,14.3,1598,103.6,5,239000,6-8 years,20-50K,2.39
Maruti Wagon R,Maruti,Wagon R,8,58000,Dealer,Petrol,Manual,18.9,998,67.1,5,248000,6-8 years,50-100K,2.48
Tata Safari,Tata,Safari,7,50000,Individual,Diesel,Manual,14.0,2179,138.1,7,800000,6-8 years,20-50K,8.0
Hyundai i10,Hyundai,i10,5,47000,Dealer,Petrol,Manual,20.36,1197,78.9,5,365000,3-5 years,20-50K,3.65
Honda Amaze,Honda,Amaze,4,58900,Individual,Petrol,Manual,17.8,1198,86.7,5,470000,3-5 years,50-100K,4.7
Volvo XC,Volvo,XC,11,80000,Dealer,Diesel,Automatic,11.1,2400,200.0,7,1200000,9-12 years,50-100K,12.0
Hyundai Santro,Hyundai,Santro,2,30000,Individual,Petrol,Manual,20.3,1086,68.0,5,550000,0-2 years,20-50K,5.5
Maruti Wagon R,Maruti,Wagon R,11,147626,Individual,Petrol,Manual,18.9,1061,67.0,5,199000,9-12 years,100-150K,1.99
Hyundai i20,Hyundai,i20,7,67300,Dealer,Diesel,Manual,23.0,1396,90.0,5,368000,6-8 years,50-100K,3.68
Renault Duster,Renault,Duster,9,100000,Individual,Diesel,Manual,19.01,1461,108.45,5,550000,9-12 years,50-100K,5.5
Hyundai Elantra,Hyundai,Elantra,6,65000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,795000,6-8 years,50-100K,7.95
Maruti Swift,Maruti,Swift,11,160000,Individual,Diesel,Manual,17.8,1248,75.0,5,250000,9-12 years,150K+,2.5
Maruti Alto,Maruti,Alto,11,43000,Individual,Petrol,Manual,19.7,796,46.3,5,170000,9-12 years,20-50K,1.7
Hyundai i20,Hyundai,i20,4,44000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000,3-5 years,20-50K,5.5
Maruti Wagon R,Maruti,Wagon R,9,16000,Individual,Petrol,Manual,18.9,998,67.1,5,400000,9-12 years,0-20K,4.0
Skoda Rapid,Skoda,Rapid,7,110000,Individual,Diesel,Manual,21.14,1498,103.52,5,550000,6-8 years,100-150K,5.5
Datsun GO,Datsun,GO,4,20000,Individual,Petrol,Manual,20.63,1198,67.06,5,300000,3-5 years,0-20K,3.0
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,29000,Individual,Diesel,Automatic,13.0,2987,265.0,5,3500000,3-5 years,20-50K,35.0
Maruti Ciaz,Maruti,Ciaz,4,63500,Dealer,Diesel,Manual,28.09,1248,88.5,5,665000,3-5 years,50-100K,6.65
Maruti Ertiga,Maruti,Ertiga,9,40000,Individual,Diesel,Manual,20.77,1248,88.8,7,650000,9-12 years,20-50K,6.5
Hyundai Grand,Hyundai,Grand,5,46000,Individual,Petrol,Manual,18.9,1197,82.0,5,455000,3-5 years,20-50K,4.55
Maruti Swift,Maruti,Swift,7,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,450000,6-8 years,50-100K,4.5
Hyundai Verna,Hyundai,Verna,9,68812,Dealer,Diesel,Manual,22.32,1582,126.32,5,440000,9-12 years,50-100K,4.4
Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Manual,20.3,1086,68.0,5,550000,0-2 years,0-20K,5.5
Maruti Swift Dzire,Maruti,Swift Dzire,8,110000,Individual,Petrol,Manual,19.1,1197,85.8,5,420000,6-8 years,100-150K,4.2
Renault Duster,Renault,Duster,8,56000,Dealer,Diesel,Manual,19.01,1461,108.45,5,450000,6-8 years,50-100K,4.5
Renault Duster,Renault,Duster,4,40000,Individual,Diesel,Automatic,19.6,1461,108.45,5,1000000,3-5 years,20-50K,10.0
Maruti Swift Dzire,Maruti,Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,330000,6-8 years,100-150K,3.3
Ford Figo,Ford,Figo,7,57000,Individual,Diesel,Manual,20.0,1399,68.05,5,275000,6-8 years,50-100K,2.75
Toyota Fortuner,Toyota,Fortuner,4,50000,Individual,Petrol,Automatic,10.26,2694,163.7,7,2700000,3-5 years,20-50K,27.0
Mahindra Bolero,Mahindra,Bolero,11,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,255000,9-12 years,100-150K,2.55
BMW 6,BMW,6,6,25000,Dealer,Diesel,Automatic,9.52,2993,313.0,4,4490000,6-8 years,20-50K,44.9
Renault Duster,Renault,Duster,8,61000,Dealer,Diesel,Manual,19.87,1461,83.8,5,450000,6-8 years,50-100K,4.5
Honda Amaze,Honda,Amaze,2,23000,Individual,Petrol,Manual,19.5,1199,88.76,5,651000,0-2 years,20-50K,6.51
Maruti Ertiga,Maruti,Ertiga,5,52000,Dealer,Diesel,Manual,24.2,1498,93.87,7,675000,3-5 years,50-100K,6.75
Hyundai i20,Hyundai,i20,4,42000,Dealer,Diesel,Manual,23.0,1396,90.0,5,549000,3-5 years,20-50K,5.49
Maruti Swift Dzire,Maruti,Swift Dzire,4,28860,Dealer,Diesel,Manual,23.4,1248,74.0,5,520000,3-5 years,20-50K,5.2
Maruti Wagon R,Maruti,Wagon R,5,26000,Dealer,Petrol,Manual,18.9,998,67.1,5,375000,3-5 years,20-50K,3.75
Maruti Alto,Maruti,Alto,9,10000,Individual,Petrol,Manual,20.92,998,67.1,5,225000,9-12 years,0-20K,2.25
Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1298,85.8,5,315000,9-12 years,50-100K,3.15
Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,650000,3-5 years,0-20K,6.5
Maruti Baleno,Maruti,Baleno,6,63000,Dealer,Diesel,Manual,27.39,1248,74.0,5,510000,6-8 years,50-100K,5.1
Maruti Swift,Maruti,Swift,8,90145,Dealer,Diesel,Manual,28.4,1248,74.0,5,350000,6-8 years,50-100K,3.5
BMW X1,BMW,X1,9,50000,Individual,Diesel,Automatic,17.05,1995,184.0,5,1200000,9-12 years,20-50K,12.0
Honda City,Honda,City,5,5000,Individual,Petrol,Manual,17.8,1497,117.3,5,900000,3-5 years,0-20K,9.0
Tata Nexon,Tata,Nexon,3,60000,Individual,Petrol,Manual,17.0,1198,108.5,5,700000,3-5 years,50-100K,7.0
Maruti Baleno,Maruti,Baleno,4,25000,Dealer,Petrol,Manual,21.4,1197,83.1,5,590000,3-5 years,20-50K,5.9
Toyota Innova,Toyota,Innova,2,31999,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1825000,0-2 years,20-50K,18.25
Honda City,Honda,City,12,59915,Dealer,Petrol,Manual,17.0,1497,118.0,5,295000,9-12 years,50-100K,2.95
Mahindra XUV500,Mahindra,XUV500,2,31000,Individual,Diesel,Manual,15.1,2179,152.87,7,1450000,0-2 years,20-50K,14.5
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,7,51000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3495000,6-8 years,50-100K,34.95
Hyundai i20,Hyundai,i20,3,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,584000,3-5 years,20-50K,5.84
Hyundai i20,Hyundai,i20,3,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,620000,3-5 years,20-50K,6.2
Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Petrol,Manual,20.85,1197,83.14,5,350000,6-8 years,100-150K,3.5
Hyundai Grand,Hyundai,Grand,8,32000,Dealer,Diesel,Manual,24.0,1120,70.0,5,365000,6-8 years,20-50K,3.65
Maruti Ertiga,Maruti,Ertiga,5,30000,Dealer,Petrol,Manual,17.5,1373,91.1,7,635000,3-5 years,20-50K,6.35
Toyota Innova,Toyota,Innova,7,54800,Dealer,Diesel,Manual,12.99,2494,100.0,7,851000,6-8 years,50-100K,8.51
Maruti Swift,Maruti,Swift,8,13000,Individual,Petrol,Manual,18.6,1197,85.8,5,450000,6-8 years,0-20K,4.5
Ford Ecosport,Ford,Ecosport,7,60000,Dealer,Diesel,Manual,22.7,1498,89.84,5,460000,6-8 years,50-100K,4.6
Honda City,Honda,City,3,41000,Dealer,Petrol,Manual,17.4,1497,117.3,5,800000,3-5 years,20-50K,8.0
BMW 5,BMW,5,10,85000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,999000,9-12 years,50-100K,9.99
Hyundai i20,Hyundai,i20,5,55000,Individual,Diesel,Manual,22.54,1396,88.73,5,540000,3-5 years,50-100K,5.4
Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,480000,6-8 years,50-100K,4.8
Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,450000,6-8 years,50-100K,4.5
